Pattern_Rank,Student_ID,Grade_Level,Section,Total_Sessions,Present_Count,Absence_Count,Attendance_Rate,Absence_Frequency,Distinct_Absent_Days,First_Half_Attendance_Rate,Second_Half_Attendance_Rate,Attendance_Trend_Change,Lowest_Attendance_Subject,Lowest_Subject_Attendance_Rate,Total_Observed_Weeks,Weeks_With_Absence,Proportion_Weeks_With_Absence,Longest_Consecutive_Days_With_Any_Absence,Highest_Absence_Weekday,Highest_Weekday_Absence_Rate
479,ENHS_SYN_0555,Grade 10,Section C,300,280,20,0.9333,0.0667,18,0.92,0.9467,0.0267,Subject D,0.9167,12,10,0.8333,3,Friday,0.1167
480,ENHS_SYN_0563,Grade 10,Section C,300,280,20,0.9333,0.0667,18,0.9333,0.9333,0.0,Subject C,0.9,12,10,0.8333,3,Tuesday,0.1
481,ENHS_SYN_0314,Grade 9,Section A,299,280,19,0.9365,0.0635,15,0.9329,0.94,0.0071,Subject D,0.8833,12,10,0.8333,2,Friday,0.1167
482,ENHS_SYN_0336,Grade 9,Section A,299,280,19,0.9365,0.0635,17,0.9128,0.96,0.0472,Subject E,0.8833,12,10,0.8333,4,Monday,0.1
483,ENHS_SYN_0354,Grade 9,Section B,299,280,19,0.9365,0.0635,17,0.94,0.9329,-0.0071,Subject E,0.9153,12,10,0.8333,2,Monday,0.1333
484,ENHS_SYN_0427,Grade 9,Section C,299,280,19,0.9365,0.0635,17,0.94,0.9329,-0.0071,Subject A,0.9167,12,10,0.8333,2,Monday,0.1333
485,ENHS_SYN_0477,Grade 10,Section A,300,281,19,0.9367,0.0633,18,0.9267,0.9467,0.02,Subject D,0.9167,12,10,0.8333,4,Thursday,0.0833
486,ENHS_SYN_0316,Grade 9,Section A,300,282,18,0.94,0.06,18,0.9467,0.9333,-0.0133,Subject B,0.9167,12,10,0.8333,4,Monday,0.0833
487,ENHS_SYN_0317,Grade 9,Section A,300,282,18,0.94,0.06,16,0.9333,0.9467,0.0133,Subject E,0.8667,12,10,0.8333,2,Monday,0.0833
488,ENHS_SYN_0568,Grade 10,Section C,300,282,18,0.94,0.06,14,0.9267,0.9533,0.0267,Subject D,0.9167,12,10,0.8333,3,Friday,0.15
489,ENHS_SYN_0042,Grade 7,Section A,300,283,17,0.9433,0.0567,16,0.94,0.9467,0.0067,Subject E,0.9,12,10,0.8333,3,Friday,0.0833
490,ENHS_SYN_0250,Grade 8,Section B,300,283,17,0.9433,0.0567,15,0.9267,0.96,0.0333,Subject E,0.9,12,10,0.8333,2,Monday,0.1
491,ENHS_SYN_0467,Grade 10,Section A,300,283,17,0.9433,0.0567,14,0.9333,0.9533,0.02,Subject A,0.9167,12,10,0.8333,2,Monday,0.1
492,ENHS_SYN_0522,Grade 10,Section B,300,283,17,0.9433,0.0567,15,0.9333,0.9533,0.02,Subject D,0.9,12,10,0.8333,2,Tuesday,0.0833
493,ENHS_SYN_0283,Grade 8,Section C,299,283,16,0.9465,0.0535,15,0.9467,0.9463,-0.0004,Subject C,0.9167,12,10,0.8333,2,Friday,0.1333
494,ENHS_SYN_0374,Grade 9,Section B,299,283,16,0.9465,0.0535,16,0.9463,0.9467,0.0004,Subject E,0.9167,12,10,0.8333,3,Tuesday,0.0833
495,ENHS_SYN_0063,Grade 7,Section B,300,285,15,0.95,0.05,14,0.9267,0.9733,0.0467,Subject B,0.9167,12,10,0.8333,2,Monday,0.0833
496,ENHS_SYN_0322,Grade 9,Section A,299,284,15,0.9498,0.0502,14,0.9396,0.96,0.0204,Subject E,0.9167,12,10,0.8333,3,Friday,0.1
497,ENHS_SYN_0161,Grade 8,Section A,299,285,14,0.9532,0.0468,13,0.9664,0.94,-0.0264,Subject E,0.9,12,10,0.8333,2,Friday,0.0667
498,ENHS_SYN_0392,Grade 9,Section B,300,286,14,0.9533,0.0467,13,0.96,0.9467,-0.0133,Subject E,0.9167,12,10,0.8333,2,Friday,0.0667
499,ENHS_SYN_0419,Grade 9,Section C,300,286,14,0.9533,0.0467,11,0.9467,0.96,0.0133,Subject E,0.9167,12,10,0.8333,2,Friday,0.0833
500,ENHS_SYN_0489,Grade 10,Section A,298,284,14,0.953,0.047,14,0.9329,0.9732,0.0403,Subject C,0.9167,12,10,0.8333,3,Tuesday,0.0833
501,ENHS_SYN_0291,Grade 8,Section C,298,285,13,0.9564,0.0436,13,0.9733,0.9392,-0.0341,Subject E,0.9,12,10,0.8333,2,Thursday,0.0667
502,ENHS_SYN_0090,Grade 7,Section B,300,288,12,0.96,0.04,12,0.9733,0.9467,-0.0267,Subject A,0.95,12,10,0.8333,3,Friday,0.0667
503,ENHS_SYN_0366,Grade 9,Section B,300,266,34,0.8867,0.1133,27,0.8667,0.9067,0.04,Subject B,0.8667,12,9,0.75,7,Friday,0.15
504,ENHS_SYN_0163,Grade 8,Section A,300,274,26,0.9133,0.0867,20,0.9333,0.8933,-0.04,Subject E,0.85,12,9,0.75,3,Friday,0.1333
505,ENHS_SYN_0109,Grade 7,Section C,300,276,24,0.92,0.08,21,0.88,0.96,0.08,Subject E,0.8667,12,9,0.75,4,Wednesday,0.1167
506,ENHS_SYN_0197,Grade 8,Section A,300,277,23,0.9233,0.0767,18,0.92,0.9267,0.0067,Subject D,0.8833,12,9,0.75,4,Friday,0.1167
507,ENHS_SYN_0281,Grade 8,Section C,300,277,23,0.9233,0.0767,18,0.9267,0.92,-0.0067,Subject C,0.9167,12,9,0.75,4,Thursday,0.1
508,ENHS_SYN_0375,Grade 9,Section B,300,278,22,0.9267,0.0733,18,0.9333,0.92,-0.0133,Subject E,0.8667,12,9,0.75,5,Tuesday,0.1167
509,ENHS_SYN_0061,Grade 7,Section B,300,279,21,0.93,0.07,18,0.9667,0.8933,-0.0733,Subject E,0.8667,12,9,0.75,2,Monday,0.1
510,ENHS_SYN_0463,Grade 10,Section A,300,279,21,0.93,0.07,18,0.92,0.94,0.02,Subject E,0.9167,12,9,0.75,2,Friday,0.1
511,ENHS_SYN_0076,Grade 7,Section B,299,280,19,0.9365,0.0635,15,0.9195,0.9533,0.0339,Subject D,0.9167,12,9,0.75,2,Monday,0.15
512,ENHS_SYN_0210,Grade 8,Section B,300,281,19,0.9367,0.0633,17,0.9267,0.9467,0.02,Subject A,0.9333,12,9,0.75,4,Wednesday,0.1167
513,ENHS_SYN_0232,Grade 8,Section B,299,280,19,0.9365,0.0635,17,0.9267,0.9463,0.0196,Subject E,0.8644,12,9,0.75,3,Friday,0.1
514,ENHS_SYN_0367,Grade 9,Section B,300,281,19,0.9367,0.0633,16,0.9133,0.96,0.0467,Subject B,0.8833,12,9,0.75,3,Monday,0.0833
515,ENHS_SYN_0540,Grade 10,Section B,300,281,19,0.9367,0.0633,18,0.96,0.9133,-0.0467,Subject C,0.9,12,9,0.75,4,Thursday,0.0833
516,ENHS_SYN_0240,Grade 8,Section B,300,282,18,0.94,0.06,16,0.9467,0.9333,-0.0133,Subject A,0.9167,12,9,0.75,2,Thursday,0.1
517,ENHS_SYN_0253,Grade 8,Section C,299,281,18,0.9398,0.0602,14,0.94,0.9396,-0.0004,Subject E,0.9,12,9,0.75,3,Friday,0.1333
518,ENHS_SYN_0450,Grade 9,Section C,300,282,18,0.94,0.06,16,0.92,0.96,0.04,Subject E,0.8833,12,9,0.75,4,Tuesday,0.0833
519,ENHS_SYN_0578,Grade 10,Section C,300,282,18,0.94,0.06,17,0.92,0.96,0.04,Subject C,0.9,12,9,0.75,2,Wednesday,0.1
520,ENHS_SYN_0145,Grade 7,Section C,300,283,17,0.9433,0.0567,15,0.94,0.9467,0.0067,Subject D,0.85,12,9,0.75,3,Thursday,0.1167
521,ENHS_SYN_0170,Grade 8,Section A,298,281,17,0.943,0.057,16,0.9329,0.953,0.0201,Subject C,0.8814,12,9,0.75,2,Monday,0.0833
522,ENHS_SYN_0216,Grade 8,Section B,299,283,16,0.9465,0.0535,14,0.9333,0.9597,0.0264,Subject B,0.8667,12,9,0.75,2,Friday,0.0678
523,ENHS_SYN_0249,Grade 8,Section B,300,284,16,0.9467,0.0533,13,0.9267,0.9667,0.04,Subject D,0.9167,12,9,0.75,2,Wednesday,0.0833
524,ENHS_SYN_0328,Grade 9,Section A,300,284,16,0.9467,0.0533,12,0.9267,0.9667,0.04,Subject E,0.8833,12,9,0.75,2,Monday,0.1
525,ENHS_SYN_0140,Grade 7,Section C,300,285,15,0.95,0.05,14,0.94,0.96,0.02,Subject A,0.9333,12,9,0.75,2,Friday,0.0667
526,ENHS_SYN_0386,Grade 9,Section B,300,285,15,0.95,0.05,14,0.9533,0.9467,-0.0067,Subject B,0.9167,12,9,0.75,2,Monday,0.1167
527,ENHS_SYN_0404,Grade 9,Section C,300,285,15,0.95,0.05,13,0.94,0.96,0.02,Subject A,0.9167,12,9,0.75,3,Friday,0.0833
528,ENHS_SYN_0567,Grade 10,Section C,300,285,15,0.95,0.05,13,0.9533,0.9467,-0.0067,Subject A,0.9333,12,9,0.75,3,Tuesday,0.1
529,ENHS_SYN_0121,Grade 7,Section C,299,285,14,0.9532,0.0468,12,0.9467,0.9597,0.0131,Subject A,0.9167,12,9,0.75,2,Monday,0.1
530,ENHS_SYN_0541,Grade 10,Section B,298,284,14,0.953,0.047,13,0.96,0.9459,-0.0141,Subject E,0.9167,12,9,0.75,2,Thursday,0.1
531,ENHS_SYN_0547,Grade 10,Section B,300,287,13,0.9567,0.0433,12,0.9667,0.9467,-0.02,Subject D,0.9167,12,9,0.75,1,Thursday,0.0667
532,ENHS_SYN_0570,Grade 10,Section C,299,287,12,0.9599,0.0401,11,0.9597,0.96,0.0003,Subject D,0.9167,12,9,0.75,2,Friday,0.1017
533,ENHS_SYN_0409,Grade 9,Section C,298,287,11,0.9631,0.0369,10,0.953,0.9732,0.0201,Subject C,0.9322,12,9,0.75,2,Monday,0.0833
534,ENHS_SYN_0583,Grade 10,Section C,299,288,11,0.9632,0.0368,10,0.9732,0.9533,-0.0198,Subject E,0.9167,12,9,0.75,2,Friday,0.0667
535,ENHS_SYN_0251,Grade 8,Section C,298,279,19,0.9362,0.0638,15,0.9189,0.9533,0.0344,Subject C,0.8983,12,8,0.6667,2,Wednesday,0.1167
536,ENHS_SYN_0218,Grade 8,Section B,299,282,17,0.9431,0.0569,14,0.9262,0.96,0.0338,Subject D,0.9167,12,8,0.6667,3,Monday,0.1167
537,ENHS_SYN_0075,Grade 7,Section B,300,284,16,0.9467,0.0533,15,0.9533,0.94,-0.0133,Subject E,0.8833,12,8,0.6667,3,Friday,0.0667
538,ENHS_SYN_0164,Grade 8,Section A,300,284,16,0.9467,0.0533,15,0.9733,0.92,-0.0533,Subject D,0.9,12,8,0.6667,4,Friday,0.0667
539,ENHS_SYN_0183,Grade 8,Section A,300,284,16,0.9467,0.0533,15,0.96,0.9333,-0.0267,Subject D,0.9167,12,8,0.6667,2,Friday,0.1167
540,ENHS_SYN_0202,Grade 8,Section B,298,282,16,0.9463,0.0537,13,0.9597,0.9329,-0.0268,Subject D,0.9167,12,8,0.6667,3,Friday,0.1
541,ENHS_SYN_0400,Grade 9,Section B,300,284,16,0.9467,0.0533,14,0.9533,0.94,-0.0133,Subject D,0.8833,12,8,0.6667,3,Wednesday,0.0833
542,ENHS_SYN_0270,Grade 8,Section C,299,284,15,0.9498,0.0502,15,0.9467,0.953,0.0064,Subject D,0.9167,12,8,0.6667,2,Friday,0.0678
543,ENHS_SYN_0440,Grade 9,Section C,300,287,13,0.9567,0.0433,12,0.96,0.9533,-0.0067,Subject D,0.9333,12,8,0.6667,2,Friday,0.0833
544,ENHS_SYN_0548,Grade 10,Section B,299,286,13,0.9565,0.0435,12,0.953,0.96,0.007,Subject E,0.9492,12,8,0.6667,2,Friday,0.0667
545,ENHS_SYN_0037,Grade 7,Section A,300,288,12,0.96,0.04,11,0.9333,0.9867,0.0533,Subject B,0.9167,12,8,0.6667,1,Monday,0.0667
546,ENHS_SYN_0286,Grade 8,Section C,300,288,12,0.96,0.04,11,0.96,0.96,0.0,Subject B,0.9333,12,8,0.6667,2,Friday,0.05
547,ENHS_SYN_0146,Grade 7,Section C,298,287,11,0.9631,0.0369,10,0.9595,0.9667,0.0072,Subject E,0.9138,12,8,0.6667,2,Monday,0.0508
548,ENHS_SYN_0211,Grade 8,Section B,300,289,11,0.9633,0.0367,10,0.9467,0.98,0.0333,Subject C,0.9333,12,8,0.6667,2,Tuesday,0.0833
549,ENHS_SYN_0565,Grade 10,Section C,300,289,11,0.9633,0.0367,11,0.96,0.9667,0.0067,Subject E,0.9167,12,8,0.6667,1,Thursday,0.0833
550,ENHS_SYN_0056,Grade 7,Section B,300,290,10,0.9667,0.0333,9,0.9667,0.9667,0.0,Subject B,0.95,12,8,0.6667,1,Friday,0.05
551,ENHS_SYN_0071,Grade 7,Section B,300,290,10,0.9667,0.0333,10,0.9667,0.9667,0.0,Subject A,0.95,12,8,0.6667,2,Thursday,0.0667
552,ENHS_SYN_0223,Grade 8,Section B,298,288,10,0.9664,0.0336,10,0.9595,0.9733,0.0139,Subject C,0.9333,12,8,0.6667,2,Monday,0.0833
553,ENHS_SYN_0093,Grade 7,Section B,298,289,9,0.9698,0.0302,9,0.9664,0.9732,0.0067,Subject E,0.95,12,8,0.6667,2,Monday,0.069
554,ENHS_SYN_0393,Grade 9,Section B,300,291,9,0.97,0.03,8,0.9667,0.9733,0.0067,Subject D,0.95,12,8,0.6667,2,Friday,0.05
555,ENHS_SYN_0008,Grade 7,Section A,299,278,21,0.9298,0.0702,15,0.953,0.9067,-0.0464,Subject E,0.9,12,7,0.5833,3,Monday,0.1186
556,ENHS_SYN_0315,Grade 9,Section A,300,281,19,0.9367,0.0633,14,0.9067,0.9667,0.06,Subject D,0.9,12,7,0.5833,2,Friday,0.1
557,ENHS_SYN_0515,Grade 10,Section B,300,284,16,0.9467,0.0533,15,0.92,0.9733,0.0533,Subject D,0.9167,12,7,0.5833,3,Wednesday,0.0833
558,ENHS_SYN_0072,Grade 7,Section B,299,287,12,0.9599,0.0401,11,0.9667,0.953,-0.0136,Subject D,0.8983,12,7,0.5833,2,Tuesday,0.0833
559,ENHS_SYN_0083,Grade 7,Section B,300,288,12,0.96,0.04,12,0.9733,0.9467,-0.0267,Subject B,0.95,12,7,0.5833,2,Friday,0.0833
560,ENHS_SYN_0088,Grade 7,Section B,299,287,12,0.9599,0.0401,11,0.9396,0.98,0.0404,Subject D,0.9,12,7,0.5833,1,Thursday,0.1
561,ENHS_SYN_0365,Grade 9,Section B,299,287,12,0.9599,0.0401,10,0.9463,0.9733,0.027,Subject E,0.9167,12,7,0.5833,2,Friday,0.0833
562,ENHS_SYN_0387,Grade 9,Section B,299,287,12,0.9599,0.0401,10,0.96,0.9597,-0.0003,Subject C,0.9333,12,7,0.5833,2,Friday,0.0847
563,ENHS_SYN_0030,Grade 7,Section A,300,289,11,0.9633,0.0367,8,0.9533,0.9733,0.02,Subject B,0.9333,12,7,0.5833,1,Monday,0.0667
564,ENHS_SYN_0425,Grade 9,Section C,300,289,11,0.9633,0.0367,10,0.9533,0.9733,0.02,Subject E,0.9333,12,7,0.5833,2,Monday,0.0667
565,ENHS_SYN_0554,Grade 10,Section C,300,289,11,0.9633,0.0367,10,0.9533,0.9733,0.02,Subject C,0.9167,12,7,0.5833,2,Friday,0.0833
566,ENHS_SYN_0203,Grade 8,Section B,300,290,10,0.9667,0.0333,9,0.9733,0.96,-0.0133,Subject E,0.9333,12,7,0.5833,2,Friday,0.0833
567,ENHS_SYN_0552,Grade 10,Section C,299,290,9,0.9699,0.0301,7,0.9597,0.98,0.0203,Subject D,0.9333,12,7,0.5833,1,Tuesday,0.0667
568,ENHS_SYN_0114,Grade 7,Section C,298,290,8,0.9732,0.0268,8,0.9733,0.973,-0.0004,Subject D,0.9322,12,7,0.5833,2,Monday,0.0678
569,ENHS_SYN_0125,Grade 7,Section C,299,291,8,0.9732,0.0268,8,0.9597,0.9867,0.0269,Subject D,0.9661,12,7,0.5833,2,Monday,0.05
570,ENHS_SYN_0361,Grade 9,Section B,300,292,8,0.9733,0.0267,8,0.9667,0.98,0.0133,Subject E,0.9333,12,7,0.5833,2,Wednesday,0.05
571,ENHS_SYN_0553,Grade 10,Section C,299,291,8,0.9732,0.0268,8,0.9866,0.96,-0.0266,Subject C,0.95,12,7,0.5833,2,Wednesday,0.0508
572,ENHS_SYN_0112,Grade 7,Section C,300,285,15,0.95,0.05,13,0.9333,0.9667,0.0333,Subject D,0.9,12,6,0.5,3,Monday,0.0667
573,ENHS_SYN_0484,Grade 10,Section A,299,286,13,0.9565,0.0435,12,0.9667,0.9463,-0.0204,Subject B,0.9153,12,6,0.5,2,Tuesday,0.1
574,ENHS_SYN_0321,Grade 9,Section A,298,287,11,0.9631,0.0369,10,0.9732,0.953,-0.0201,Subject C,0.9492,12,6,0.5,3,Monday,0.0667
575,ENHS_SYN_0422,Grade 9,Section C,299,288,11,0.9632,0.0368,9,0.9867,0.9396,-0.0471,Subject A,0.95,12,6,0.5,1,Friday,0.0833
576,ENHS_SYN_0181,Grade 8,Section A,299,289,10,0.9666,0.0334,10,0.9799,0.9533,-0.0265,Subject A,0.9492,12,6,0.5,2,Friday,0.0667
577,ENHS_SYN_0191,Grade 8,Section A,299,289,10,0.9666,0.0334,9,0.953,0.98,0.027,Subject A,0.95,12,6,0.5,2,Friday,0.0667
578,ENHS_SYN_0308,Grade 9,Section A,299,289,10,0.9666,0.0334,10,0.953,0.98,0.027,Subject E,0.9333,12,6,0.5,2,Friday,0.05
579,ENHS_SYN_0115,Grade 7,Section C,299,291,8,0.9732,0.0268,8,0.9733,0.9732,-0.0002,Subject A,0.95,12,6,0.5,2,Friday,0.0333
580,ENHS_SYN_0280,Grade 8,Section C,299,291,8,0.9732,0.0268,7,0.9733,0.9732,-0.0002,Subject B,0.9333,12,6,0.5,2,Monday,0.0339
581,ENHS_SYN_0335,Grade 9,Section A,300,292,8,0.9733,0.0267,8,0.9667,0.98,0.0133,Subject E,0.95,12,6,0.5,2,Tuesday,0.0667
582,ENHS_SYN_0388,Grade 9,Section B,300,293,7,0.9767,0.0233,7,0.9667,0.9867,0.02,Subject E,0.9333,12,6,0.5,1,Friday,0.05
583,ENHS_SYN_0454,Grade 10,Section A,300,293,7,0.9767,0.0233,6,0.9867,0.9667,-0.02,Subject E,0.95,12,6,0.5,1,Friday,0.05
584,ENHS_SYN_0556,Grade 10,Section C,300,294,6,0.98,0.02,6,0.9867,0.9733,-0.0133,Subject A,0.9667,12,6,0.5,1,Friday,0.05
585,ENHS_SYN_0059,Grade 7,Section B,300,287,13,0.9567,0.0433,10,0.96,0.9533,-0.0067,Subject E,0.9167,12,5,0.4167,3,Friday,0.0833
586,ENHS_SYN_0318,Grade 9,Section A,299,290,9,0.9699,0.0301,7,0.9664,0.9733,0.0069,Subject C,0.95,12,5,0.4167,2,Friday,0.05
587,ENHS_SYN_0016,Grade 7,Section A,299,291,8,0.9732,0.0268,8,0.9732,0.9733,0.0002,Subject A,0.95,12,5,0.4167,2,Thursday,0.0508
588,ENHS_SYN_0529,Grade 10,Section B,299,291,8,0.9732,0.0268,7,0.9799,0.9667,-0.0132,Subject A,0.9667,12,5,0.4167,2,Tuesday,0.05
589,ENHS_SYN_0487,Grade 10,Section A,300,293,7,0.9767,0.0233,7,0.9733,0.98,0.0067,Subject D,0.95,12,5,0.4167,2,Tuesday,0.05
590,ENHS_SYN_0124,Grade 7,Section C,299,293,6,0.9799,0.0201,6,0.9933,0.9664,-0.0269,Subject A,0.9667,12,5,0.4167,1,Wednesday,0.0339
591,ENHS_SYN_0495,Grade 10,Section A,299,293,6,0.9799,0.0201,6,0.9732,0.9867,0.0135,Subject B,0.95,12,5,0.4167,2,Monday,0.0339
592,ENHS_SYN_0598,Grade 10,Section C,300,294,6,0.98,0.02,5,0.98,0.98,0.0,Subject A,0.9667,12,5,0.4167,1,Thursday,0.05
593,ENHS_SYN_0373,Grade 9,Section B,300,295,5,0.9833,0.0167,5,0.98,0.9867,0.0067,Subject D,0.95,12,5,0.4167,1,Monday,0.0333
594,ENHS_SYN_0536,Grade 10,Section B,300,295,5,0.9833,0.0167,5,0.9867,0.98,-0.0067,Subject D,0.95,12,5,0.4167,1,Friday,0.0333
595,ENHS_SYN_0412,Grade 9,Section C,299,293,6,0.9799,0.0201,6,0.9732,0.9867,0.0135,Subject C,0.95,12,4,0.3333,1,Monday,0.0333
596,ENHS_SYN_0355,Grade 9,Section B,299,294,5,0.9833,0.0167,5,0.9933,0.9732,-0.0202,Subject E,0.95,12,4,0.3333,1,Friday,0.05
597,ENHS_SYN_0506,Grade 10,Section B,299,294,5,0.9833,0.0167,5,0.9733,0.9933,0.02,Subject A,0.9667,12,4,0.3333,1,Wednesday,0.0169
598,ENHS_SYN_0215,Grade 8,Section B,298,294,4,0.9866,0.0134,4,0.9866,0.9866,0.0,Subject E,0.9831,12,4,0.3333,1,Monday,0.05
599,ENHS_SYN_0559,Grade 10,Section C,300,296,4,0.9867,0.0133,4,0.9933,0.98,-0.0133,Subject B,0.9667,12,3,0.25,2,Friday,0.0333
600,ENHS_SYN_0483,Grade 10,Section A,299,297,2,0.9933,0.0067,2,1.0,0.9867,-0.0133,Subject B,0.9833,12,2,0.1667,1,Thursday,0.0167
