Student_ID,Subject,Subject_Total_Sessions,Subject_Present_Count,Subject_Absence_Count,Subject_Attendance_Rate
ENHS_SYN_0302,Subject C,59,46,13,0.7797
ENHS_SYN_0302,Subject D,60,49,11,0.8167
ENHS_SYN_0302,Subject E,60,50,10,0.8333
ENHS_SYN_0303,Subject A,60,50,10,0.8333
ENHS_SYN_0303,Subject B,60,51,9,0.85
ENHS_SYN_0303,Subject C,60,53,7,0.8833
ENHS_SYN_0303,Subject D,60,53,7,0.8833
ENHS_SYN_0303,Subject E,60,52,8,0.8667
ENHS_SYN_0304,Subject A,60,56,4,0.9333
ENHS_SYN_0304,Subject B,60,54,6,0.9
ENHS_SYN_0304,Subject C,60,53,7,0.8833
ENHS_SYN_0304,Subject D,60,54,6,0.9
ENHS_SYN_0304,Subject E,60,50,10,0.8333
ENHS_SYN_0305,Subject A,60,51,9,0.85
ENHS_SYN_0305,Subject B,60,52,8,0.8667
ENHS_SYN_0305,Subject C,60,49,11,0.8167
ENHS_SYN_0305,Subject D,60,49,11,0.8167
ENHS_SYN_0305,Subject E,60,49,11,0.8167
ENHS_SYN_0306,Subject A,60,46,14,0.7667
ENHS_SYN_0306,Subject B,60,46,14,0.7667
ENHS_SYN_0306,Subject C,60,43,17,0.7167
ENHS_SYN_0306,Subject D,59,42,17,0.7119
ENHS_SYN_0306,Subject E,60,49,11,0.8167
ENHS_SYN_0307,Subject A,60,56,4,0.9333
ENHS_SYN_0307,Subject B,60,56,4,0.9333
ENHS_SYN_0307,Subject C,59,55,4,0.9322
ENHS_SYN_0307,Subject D,60,54,6,0.9
ENHS_SYN_0307,Subject E,60,51,9,0.85
ENHS_SYN_0308,Subject A,60,60,0,1.0
ENHS_SYN_0308,Subject B,60,57,3,0.95
ENHS_SYN_0308,Subject C,60,60,0,1.0
ENHS_SYN_0308,Subject D,59,56,3,0.9492
ENHS_SYN_0308,Subject E,60,56,4,0.9333
ENHS_SYN_0309,Subject A,60,56,4,0.9333
ENHS_SYN_0309,Subject B,60,54,6,0.9
ENHS_SYN_0309,Subject C,60,57,3,0.95
ENHS_SYN_0309,Subject D,60,52,8,0.8667
ENHS_SYN_0309,Subject E,60,51,9,0.85
ENHS_SYN_0310,Subject A,60,53,7,0.8833
ENHS_SYN_0310,Subject B,60,45,15,0.75
ENHS_SYN_0310,Subject C,60,47,13,0.7833
ENHS_SYN_0310,Subject D,60,51,9,0.85
ENHS_SYN_0310,Subject E,60,46,14,0.7667
ENHS_SYN_0311,Subject A,60,54,6,0.9
ENHS_SYN_0311,Subject B,60,52,8,0.8667
ENHS_SYN_0311,Subject C,60,50,10,0.8333
ENHS_SYN_0311,Subject D,60,56,4,0.9333
ENHS_SYN_0311,Subject E,60,52,8,0.8667
ENHS_SYN_0312,Subject A,60,50,10,0.8333
ENHS_SYN_0312,Subject B,60,53,7,0.8833
ENHS_SYN_0312,Subject C,60,45,15,0.75
ENHS_SYN_0312,Subject D,60,48,12,0.8
ENHS_SYN_0312,Subject E,60,51,9,0.85
ENHS_SYN_0313,Subject A,59,51,8,0.8644
ENHS_SYN_0313,Subject B,60,51,9,0.85
ENHS_SYN_0313,Subject C,60,52,8,0.8667
ENHS_SYN_0313,Subject D,60,45,15,0.75
ENHS_SYN_0313,Subject E,60,50,10,0.8333
ENHS_SYN_0314,Subject A,60,54,6,0.9
ENHS_SYN_0314,Subject B,59,56,3,0.9492
ENHS_SYN_0314,Subject C,60,58,2,0.9667
ENHS_SYN_0314,Subject D,60,53,7,0.8833
ENHS_SYN_0314,Subject E,60,59,1,0.9833
ENHS_SYN_0315,Subject A,60,60,0,1.0
ENHS_SYN_0315,Subject B,60,56,4,0.9333
ENHS_SYN_0315,Subject C,60,56,4,0.9333
ENHS_SYN_0315,Subject D,60,54,6,0.9
ENHS_SYN_0315,Subject E,60,55,5,0.9167
ENHS_SYN_0316,Subject A,60,57,3,0.95
ENHS_SYN_0316,Subject B,60,55,5,0.9167
ENHS_SYN_0316,Subject C,60,55,5,0.9167
ENHS_SYN_0316,Subject D,60,57,3,0.95
ENHS_SYN_0316,Subject E,60,58,2,0.9667
ENHS_SYN_0317,Subject A,60,58,2,0.9667
ENHS_SYN_0317,Subject B,60,57,3,0.95
ENHS_SYN_0317,Subject C,60,58,2,0.9667
ENHS_SYN_0317,Subject D,60,57,3,0.95
ENHS_SYN_0317,Subject E,60,52,8,0.8667
ENHS_SYN_0318,Subject A,60,59,1,0.9833
ENHS_SYN_0318,Subject B,59,57,2,0.9661
ENHS_SYN_0318,Subject C,60,57,3,0.95
ENHS_SYN_0318,Subject D,60,60,0,1.0
ENHS_SYN_0318,Subject E,60,57,3,0.95
ENHS_SYN_0319,Subject A,60,49,11,0.8167
ENHS_SYN_0319,Subject B,60,50,10,0.8333
ENHS_SYN_0319,Subject C,60,45,15,0.75
ENHS_SYN_0319,Subject D,60,43,17,0.7167
ENHS_SYN_0319,Subject E,60,47,13,0.7833
ENHS_SYN_0320,Subject A,60,50,10,0.8333
ENHS_SYN_0320,Subject B,60,51,9,0.85
ENHS_SYN_0320,Subject C,60,51,9,0.85
ENHS_SYN_0320,Subject D,60,51,9,0.85
ENHS_SYN_0320,Subject E,59,55,4,0.9322
ENHS_SYN_0321,Subject A,60,60,0,1.0
ENHS_SYN_0321,Subject B,60,57,3,0.95
ENHS_SYN_0321,Subject C,59,56,3,0.9492
ENHS_SYN_0321,Subject D,60,58,2,0.9667
ENHS_SYN_0321,Subject E,59,56,3,0.9492
ENHS_SYN_0322,Subject A,60,56,4,0.9333
ENHS_SYN_0322,Subject B,60,59,1,0.9833
ENHS_SYN_0322,Subject C,60,58,2,0.9667
ENHS_SYN_0322,Subject D,59,56,3,0.9492
ENHS_SYN_0322,Subject E,60,55,5,0.9167
ENHS_SYN_0323,Subject A,60,49,11,0.8167
ENHS_SYN_0323,Subject B,60,47,13,0.7833
ENHS_SYN_0323,Subject C,60,56,4,0.9333
ENHS_SYN_0323,Subject D,60,53,7,0.8833
ENHS_SYN_0323,Subject E,60,51,9,0.85
ENHS_SYN_0324,Subject A,60,43,17,0.7167
ENHS_SYN_0324,Subject B,60,41,19,0.6833
ENHS_SYN_0324,Subject C,60,47,13,0.7833
ENHS_SYN_0324,Subject D,60,42,18,0.7
ENHS_SYN_0324,Subject E,60,42,18,0.7
ENHS_SYN_0325,Subject A,60,57,3,0.95
ENHS_SYN_0325,Subject B,60,56,4,0.9333
ENHS_SYN_0325,Subject C,58,54,4,0.931
ENHS_SYN_0325,Subject D,60,51,9,0.85
ENHS_SYN_0325,Subject E,60,50,10,0.8333
ENHS_SYN_0326,Subject A,59,57,2,0.9661
ENHS_SYN_0326,Subject B,60,53,7,0.8833
ENHS_SYN_0326,Subject C,60,55,5,0.9167
ENHS_SYN_0326,Subject D,60,52,8,0.8667
ENHS_SYN_0326,Subject E,60,53,7,0.8833
ENHS_SYN_0327,Subject A,60,53,7,0.8833
ENHS_SYN_0327,Subject B,60,49,11,0.8167
ENHS_SYN_0327,Subject C,60,51,9,0.85
ENHS_SYN_0327,Subject D,60,56,4,0.9333
ENHS_SYN_0327,Subject E,60,51,9,0.85
ENHS_SYN_0328,Subject A,60,59,1,0.9833
ENHS_SYN_0328,Subject B,60,57,3,0.95
ENHS_SYN_0328,Subject C,60,57,3,0.95
ENHS_SYN_0328,Subject D,60,58,2,0.9667
ENHS_SYN_0328,Subject E,60,53,7,0.8833
ENHS_SYN_0329,Subject A,58,49,9,0.8448
ENHS_SYN_0329,Subject B,60,50,10,0.8333
ENHS_SYN_0329,Subject C,60,47,13,0.7833
ENHS_SYN_0329,Subject D,58,42,16,0.7241
ENHS_SYN_0329,Subject E,60,46,14,0.7667
ENHS_SYN_0330,Subject A,60,45,15,0.75
ENHS_SYN_0330,Subject B,60,50,10,0.8333
ENHS_SYN_0330,Subject C,60,47,13,0.7833
ENHS_SYN_0330,Subject D,59,48,11,0.8136
ENHS_SYN_0330,Subject E,60,42,18,0.7
ENHS_SYN_0331,Subject A,60,43,17,0.7167
ENHS_SYN_0331,Subject B,60,49,11,0.8167
ENHS_SYN_0331,Subject C,59,44,15,0.7458
ENHS_SYN_0331,Subject D,59,44,15,0.7458
ENHS_SYN_0331,Subject E,60,44,16,0.7333
ENHS_SYN_0332,Subject A,60,46,14,0.7667
ENHS_SYN_0332,Subject B,60,52,8,0.8667
ENHS_SYN_0332,Subject C,60,45,15,0.75
ENHS_SYN_0332,Subject D,60,49,11,0.8167
ENHS_SYN_0332,Subject E,60,49,11,0.8167
ENHS_SYN_0333,Subject A,60,57,3,0.95
ENHS_SYN_0333,Subject B,60,53,7,0.8833
ENHS_SYN_0333,Subject C,60,54,6,0.9
ENHS_SYN_0333,Subject D,60,54,6,0.9
ENHS_SYN_0333,Subject E,60,49,11,0.8167
ENHS_SYN_0334,Subject A,60,41,19,0.6833
ENHS_SYN_0334,Subject B,60,45,15,0.75
ENHS_SYN_0334,Subject C,60,45,15,0.75
ENHS_SYN_0334,Subject D,60,44,16,0.7333
ENHS_SYN_0334,Subject E,59,41,18,0.6949
ENHS_SYN_0335,Subject A,60,60,0,1.0
ENHS_SYN_0335,Subject B,60,58,2,0.9667
ENHS_SYN_0335,Subject C,60,58,2,0.9667
ENHS_SYN_0335,Subject D,60,59,1,0.9833
ENHS_SYN_0335,Subject E,60,57,3,0.95
ENHS_SYN_0336,Subject A,60,56,4,0.9333
ENHS_SYN_0336,Subject B,60,58,2,0.9667
ENHS_SYN_0336,Subject C,60,55,5,0.9167
ENHS_SYN_0336,Subject D,59,58,1,0.9831
ENHS_SYN_0336,Subject E,60,53,7,0.8833
ENHS_SYN_0337,Subject A,60,55,5,0.9167
ENHS_SYN_0337,Subject B,60,54,6,0.9
ENHS_SYN_0337,Subject C,60,54,6,0.9
ENHS_SYN_0337,Subject D,59,51,8,0.8644
ENHS_SYN_0337,Subject E,60,55,5,0.9167
ENHS_SYN_0338,Subject A,60,58,2,0.9667
ENHS_SYN_0338,Subject B,60,56,4,0.9333
ENHS_SYN_0338,Subject C,60,55,5,0.9167
ENHS_SYN_0338,Subject D,60,52,8,0.8667
ENHS_SYN_0338,Subject E,60,55,5,0.9167
ENHS_SYN_0339,Subject A,60,54,6,0.9
ENHS_SYN_0339,Subject B,60,49,11,0.8167
ENHS_SYN_0339,Subject C,60,51,9,0.85
ENHS_SYN_0339,Subject D,60,52,8,0.8667
ENHS_SYN_0339,Subject E,60,50,10,0.8333
ENHS_SYN_0340,Subject A,60,51,9,0.85
ENHS_SYN_0340,Subject B,60,54,6,0.9
ENHS_SYN_0340,Subject C,60,52,8,0.8667
ENHS_SYN_0340,Subject D,60,56,4,0.9333
ENHS_SYN_0340,Subject E,60,53,7,0.8833
ENHS_SYN_0341,Subject A,59,46,13,0.7797
ENHS_SYN_0341,Subject B,60,45,15,0.75
ENHS_SYN_0341,Subject C,60,43,17,0.7167
ENHS_SYN_0341,Subject D,60,44,16,0.7333
ENHS_SYN_0341,Subject E,60,49,11,0.8167
ENHS_SYN_0342,Subject A,59,56,3,0.9492
ENHS_SYN_0342,Subject B,60,57,3,0.95
ENHS_SYN_0342,Subject C,60,55,5,0.9167
ENHS_SYN_0342,Subject D,60,56,4,0.9333
ENHS_SYN_0342,Subject E,60,55,5,0.9167
ENHS_SYN_0343,Subject A,60,44,16,0.7333
ENHS_SYN_0343,Subject B,60,46,14,0.7667
ENHS_SYN_0343,Subject C,60,50,10,0.8333
ENHS_SYN_0343,Subject D,60,37,23,0.6167
ENHS_SYN_0343,Subject E,60,42,18,0.7
ENHS_SYN_0344,Subject A,60,53,7,0.8833
ENHS_SYN_0344,Subject B,60,44,16,0.7333
ENHS_SYN_0344,Subject C,60,39,21,0.65
ENHS_SYN_0344,Subject D,60,47,13,0.7833
ENHS_SYN_0344,Subject E,60,49,11,0.8167
ENHS_SYN_0345,Subject A,60,54,6,0.9
ENHS_SYN_0345,Subject B,60,52,8,0.8667
ENHS_SYN_0345,Subject C,60,54,6,0.9
ENHS_SYN_0345,Subject D,60,57,3,0.95
ENHS_SYN_0345,Subject E,60,54,6,0.9
ENHS_SYN_0346,Subject A,60,57,3,0.95
ENHS_SYN_0346,Subject B,60,59,1,0.9833
ENHS_SYN_0346,Subject C,60,55,5,0.9167
ENHS_SYN_0346,Subject D,60,51,9,0.85
ENHS_SYN_0346,Subject E,60,51,9,0.85
ENHS_SYN_0347,Subject A,60,56,4,0.9333
ENHS_SYN_0347,Subject B,60,47,13,0.7833
ENHS_SYN_0347,Subject C,60,49,11,0.8167
ENHS_SYN_0347,Subject D,60,49,11,0.8167
ENHS_SYN_0347,Subject E,60,48,12,0.8
ENHS_SYN_0348,Subject A,60,49,11,0.8167
ENHS_SYN_0348,Subject B,60,54,6,0.9
ENHS_SYN_0348,Subject C,60,54,6,0.9
ENHS_SYN_0348,Subject D,60,49,11,0.8167
ENHS_SYN_0348,Subject E,60,41,19,0.6833
ENHS_SYN_0349,Subject A,60,50,10,0.8333
ENHS_SYN_0349,Subject B,60,58,2,0.9667
ENHS_SYN_0349,Subject C,60,51,9,0.85
ENHS_SYN_0349,Subject D,60,56,4,0.9333
ENHS_SYN_0349,Subject E,59,52,7,0.8814
ENHS_SYN_0350,Subject A,60,53,7,0.8833
ENHS_SYN_0350,Subject B,60,49,11,0.8167
ENHS_SYN_0350,Subject C,59,51,8,0.8644
ENHS_SYN_0350,Subject D,60,53,7,0.8833
ENHS_SYN_0350,Subject E,60,50,10,0.8333
ENHS_SYN_0351,Subject A,60,56,4,0.9333
ENHS_SYN_0351,Subject B,60,58,2,0.9667
ENHS_SYN_0351,Subject C,60,54,6,0.9
ENHS_SYN_0351,Subject D,59,52,7,0.8814
ENHS_SYN_0351,Subject E,60,52,8,0.8667
ENHS_SYN_0352,Subject A,60,57,3,0.95
ENHS_SYN_0352,Subject B,60,47,13,0.7833
ENHS_SYN_0352,Subject C,60,52,8,0.8667
ENHS_SYN_0352,Subject D,59,49,10,0.8305
ENHS_SYN_0352,Subject E,60,48,12,0.8
ENHS_SYN_0353,Subject A,58,54,4,0.931
ENHS_SYN_0353,Subject B,60,51,9,0.85
ENHS_SYN_0353,Subject C,60,54,6,0.9
ENHS_SYN_0353,Subject D,60,52,8,0.8667
ENHS_SYN_0353,Subject E,60,55,5,0.9167
ENHS_SYN_0354,Subject A,60,56,4,0.9333
ENHS_SYN_0354,Subject B,60,56,4,0.9333
ENHS_SYN_0354,Subject C,60,58,2,0.9667
ENHS_SYN_0354,Subject D,60,56,4,0.9333
ENHS_SYN_0354,Subject E,59,54,5,0.9153
ENHS_SYN_0355,Subject A,60,60,0,1.0
ENHS_SYN_0355,Subject B,60,60,0,1.0
ENHS_SYN_0355,Subject C,59,59,0,1.0
ENHS_SYN_0355,Subject D,60,58,2,0.9667
ENHS_SYN_0355,Subject E,60,57,3,0.95
ENHS_SYN_0356,Subject A,60,47,13,0.7833
ENHS_SYN_0356,Subject B,59,47,12,0.7966
ENHS_SYN_0356,Subject C,60,48,12,0.8
ENHS_SYN_0356,Subject D,60,49,11,0.8167
ENHS_SYN_0356,Subject E,60,45,15,0.75
ENHS_SYN_0357,Subject A,60,42,18,0.7
ENHS_SYN_0357,Subject B,60,48,12,0.8
ENHS_SYN_0357,Subject C,60,47,13,0.7833
ENHS_SYN_0357,Subject D,60,44,16,0.7333
ENHS_SYN_0357,Subject E,60,44,16,0.7333
ENHS_SYN_0358,Subject A,60,57,3,0.95
ENHS_SYN_0358,Subject B,60,54,6,0.9
ENHS_SYN_0358,Subject C,60,53,7,0.8833
ENHS_SYN_0358,Subject D,60,54,6,0.9
ENHS_SYN_0358,Subject E,59,51,8,0.8644
ENHS_SYN_0359,Subject A,60,55,5,0.9167
ENHS_SYN_0359,Subject B,60,53,7,0.8833
ENHS_SYN_0359,Subject C,60,57,3,0.95
ENHS_SYN_0359,Subject D,60,55,5,0.9167
ENHS_SYN_0359,Subject E,60,54,6,0.9
ENHS_SYN_0360,Subject A,60,40,20,0.6667
ENHS_SYN_0360,Subject B,60,48,12,0.8
ENHS_SYN_0360,Subject C,60,34,26,0.5667
ENHS_SYN_0360,Subject D,60,43,17,0.7167
ENHS_SYN_0360,Subject E,60,46,14,0.7667
ENHS_SYN_0361,Subject A,60,60,0,1.0
ENHS_SYN_0361,Subject B,60,59,1,0.9833
ENHS_SYN_0361,Subject C,60,60,0,1.0
ENHS_SYN_0361,Subject D,60,57,3,0.95
ENHS_SYN_0361,Subject E,60,56,4,0.9333
ENHS_SYN_0362,Subject A,60,45,15,0.75
ENHS_SYN_0362,Subject B,60,48,12,0.8
ENHS_SYN_0362,Subject C,60,49,11,0.8167
ENHS_SYN_0362,Subject D,60,51,9,0.85
ENHS_SYN_0362,Subject E,60,47,13,0.7833
ENHS_SYN_0363,Subject A,60,51,9,0.85
ENHS_SYN_0363,Subject B,60,52,8,0.8667
ENHS_SYN_0363,Subject C,60,45,15,0.75
ENHS_SYN_0363,Subject D,60,50,10,0.8333
ENHS_SYN_0363,Subject E,60,45,15,0.75
ENHS_SYN_0364,Subject A,60,54,6,0.9
ENHS_SYN_0364,Subject B,60,57,3,0.95
ENHS_SYN_0364,Subject C,60,53,7,0.8833
ENHS_SYN_0364,Subject D,60,53,7,0.8833
ENHS_SYN_0364,Subject E,60,53,7,0.8833
ENHS_SYN_0365,Subject A,60,59,1,0.9833
ENHS_SYN_0365,Subject B,59,59,0,1.0
ENHS_SYN_0365,Subject C,60,58,2,0.9667
ENHS_SYN_0365,Subject D,60,56,4,0.9333
ENHS_SYN_0365,Subject E,60,55,5,0.9167
ENHS_SYN_0366,Subject A,60,56,4,0.9333
ENHS_SYN_0366,Subject B,60,52,8,0.8667
ENHS_SYN_0366,Subject C,60,52,8,0.8667
ENHS_SYN_0366,Subject D,60,52,8,0.8667
ENHS_SYN_0366,Subject E,60,54,6,0.9
ENHS_SYN_0367,Subject A,60,58,2,0.9667
ENHS_SYN_0367,Subject B,60,53,7,0.8833
ENHS_SYN_0367,Subject C,60,57,3,0.95
ENHS_SYN_0367,Subject D,60,58,2,0.9667
ENHS_SYN_0367,Subject E,60,55,5,0.9167
ENHS_SYN_0368,Subject A,60,55,5,0.9167
ENHS_SYN_0368,Subject B,60,52,8,0.8667
ENHS_SYN_0368,Subject C,60,55,5,0.9167
ENHS_SYN_0368,Subject D,60,52,8,0.8667
ENHS_SYN_0368,Subject E,60,52,8,0.8667
ENHS_SYN_0369,Subject A,60,47,13,0.7833
ENHS_SYN_0369,Subject B,60,49,11,0.8167
ENHS_SYN_0369,Subject C,60,46,14,0.7667
ENHS_SYN_0369,Subject D,60,46,14,0.7667
ENHS_SYN_0369,Subject E,60,48,12,0.8
ENHS_SYN_0370,Subject A,60,56,4,0.9333
ENHS_SYN_0370,Subject B,60,48,12,0.8
ENHS_SYN_0370,Subject C,60,50,10,0.8333
ENHS_SYN_0370,Subject D,59,47,12,0.7966
ENHS_SYN_0370,Subject E,60,46,14,0.7667
ENHS_SYN_0371,Subject A,60,42,18,0.7
ENHS_SYN_0371,Subject B,60,48,12,0.8
ENHS_SYN_0371,Subject C,60,46,14,0.7667
ENHS_SYN_0371,Subject D,60,54,6,0.9
ENHS_SYN_0371,Subject E,60,52,8,0.8667
ENHS_SYN_0372,Subject A,60,47,13,0.7833
ENHS_SYN_0372,Subject B,60,44,16,0.7333
ENHS_SYN_0372,Subject C,60,45,15,0.75
ENHS_SYN_0372,Subject D,59,47,12,0.7966
ENHS_SYN_0372,Subject E,60,46,14,0.7667
ENHS_SYN_0373,Subject A,60,60,0,1.0
ENHS_SYN_0373,Subject B,60,60,0,1.0
ENHS_SYN_0373,Subject C,60,59,1,0.9833
ENHS_SYN_0373,Subject D,60,57,3,0.95
ENHS_SYN_0373,Subject E,60,59,1,0.9833
ENHS_SYN_0374,Subject A,60,56,4,0.9333
ENHS_SYN_0374,Subject B,59,58,1,0.9831
ENHS_SYN_0374,Subject C,60,58,2,0.9667
ENHS_SYN_0374,Subject D,60,56,4,0.9333
ENHS_SYN_0374,Subject E,60,55,5,0.9167
ENHS_SYN_0375,Subject A,60,59,1,0.9833
ENHS_SYN_0375,Subject B,60,58,2,0.9667
ENHS_SYN_0375,Subject C,60,54,6,0.9
ENHS_SYN_0375,Subject D,60,55,5,0.9167
ENHS_SYN_0375,Subject E,60,52,8,0.8667
ENHS_SYN_0376,Subject A,60,50,10,0.8333
ENHS_SYN_0376,Subject B,60,43,17,0.7167
ENHS_SYN_0376,Subject C,60,50,10,0.8333
ENHS_SYN_0376,Subject D,60,42,18,0.7
ENHS_SYN_0376,Subject E,60,45,15,0.75
ENHS_SYN_0377,Subject A,60,58,2,0.9667
ENHS_SYN_0377,Subject B,60,55,5,0.9167
ENHS_SYN_0377,Subject C,60,53,7,0.8833
ENHS_SYN_0377,Subject D,60,53,7,0.8833
ENHS_SYN_0377,Subject E,60,58,2,0.9667
ENHS_SYN_0378,Subject A,60,48,12,0.8
ENHS_SYN_0378,Subject B,60,46,14,0.7667
ENHS_SYN_0378,Subject C,60,50,10,0.8333
ENHS_SYN_0378,Subject D,60,49,11,0.8167
ENHS_SYN_0378,Subject E,59,50,9,0.8475
ENHS_SYN_0379,Subject A,60,54,6,0.9
ENHS_SYN_0379,Subject B,60,53,7,0.8833
ENHS_SYN_0379,Subject C,60,57,3,0.95
ENHS_SYN_0379,Subject D,60,55,5,0.9167
ENHS_SYN_0379,Subject E,60,56,4,0.9333
ENHS_SYN_0380,Subject A,60,50,10,0.8333
ENHS_SYN_0380,Subject B,60,53,7,0.8833
ENHS_SYN_0380,Subject C,60,51,9,0.85
ENHS_SYN_0380,Subject D,60,48,12,0.8
ENHS_SYN_0380,Subject E,60,50,10,0.8333
ENHS_SYN_0381,Subject A,60,46,14,0.7667
ENHS_SYN_0381,Subject B,60,49,11,0.8167
ENHS_SYN_0381,Subject C,60,52,8,0.8667
ENHS_SYN_0381,Subject D,60,38,22,0.6333
ENHS_SYN_0381,Subject E,60,41,19,0.6833
ENHS_SYN_0382,Subject A,60,51,9,0.85
ENHS_SYN_0382,Subject B,60,58,2,0.9667
ENHS_SYN_0382,Subject C,59,53,6,0.8983
ENHS_SYN_0382,Subject D,59,56,3,0.9492
ENHS_SYN_0382,Subject E,60,58,2,0.9667
ENHS_SYN_0383,Subject A,59,52,7,0.8814
ENHS_SYN_0383,Subject B,60,57,3,0.95
ENHS_SYN_0383,Subject C,60,57,3,0.95
ENHS_SYN_0383,Subject D,60,54,6,0.9
ENHS_SYN_0383,Subject E,59,58,1,0.9831
ENHS_SYN_0384,Subject A,60,49,11,0.8167
ENHS_SYN_0384,Subject B,60,51,9,0.85
ENHS_SYN_0384,Subject C,60,45,15,0.75
ENHS_SYN_0384,Subject D,60,46,14,0.7667
ENHS_SYN_0384,Subject E,60,46,14,0.7667
ENHS_SYN_0385,Subject A,60,53,7,0.8833
ENHS_SYN_0385,Subject B,60,49,11,0.8167
ENHS_SYN_0385,Subject C,60,53,7,0.8833
ENHS_SYN_0385,Subject D,60,52,8,0.8667
ENHS_SYN_0385,Subject E,60,49,11,0.8167
ENHS_SYN_0386,Subject A,60,58,2,0.9667
ENHS_SYN_0386,Subject B,60,55,5,0.9167
ENHS_SYN_0386,Subject C,60,57,3,0.95
ENHS_SYN_0386,Subject D,60,57,3,0.95
ENHS_SYN_0386,Subject E,60,58,2,0.9667
ENHS_SYN_0387,Subject A,60,59,1,0.9833
ENHS_SYN_0387,Subject B,60,58,2,0.9667
ENHS_SYN_0387,Subject C,60,56,4,0.9333
ENHS_SYN_0387,Subject D,59,56,3,0.9492
ENHS_SYN_0387,Subject E,60,58,2,0.9667
ENHS_SYN_0388,Subject A,60,60,0,1.0
ENHS_SYN_0388,Subject B,60,60,0,1.0
ENHS_SYN_0388,Subject C,60,58,2,0.9667
ENHS_SYN_0388,Subject D,60,59,1,0.9833
ENHS_SYN_0388,Subject E,60,56,4,0.9333
ENHS_SYN_0389,Subject A,60,53,7,0.8833
ENHS_SYN_0389,Subject B,60,54,6,0.9
ENHS_SYN_0389,Subject C,59,49,10,0.8305
ENHS_SYN_0389,Subject D,60,54,6,0.9
ENHS_SYN_0389,Subject E,60,55,5,0.9167
ENHS_SYN_0390,Subject A,60,55,5,0.9167
ENHS_SYN_0390,Subject B,60,57,3,0.95
ENHS_SYN_0390,Subject C,59,52,7,0.8814
ENHS_SYN_0390,Subject D,59,53,6,0.8983
ENHS_SYN_0390,Subject E,60,58,2,0.9667
ENHS_SYN_0391,Subject A,60,50,10,0.8333
ENHS_SYN_0391,Subject B,60,51,9,0.85
ENHS_SYN_0391,Subject C,60,54,6,0.9
ENHS_SYN_0391,Subject D,60,48,12,0.8
ENHS_SYN_0391,Subject E,60,50,10,0.8333
ENHS_SYN_0392,Subject A,60,60,0,1.0
ENHS_SYN_0392,Subject B,60,57,3,0.95
ENHS_SYN_0392,Subject C,60,56,4,0.9333
ENHS_SYN_0392,Subject D,60,58,2,0.9667
ENHS_SYN_0392,Subject E,60,55,5,0.9167
ENHS_SYN_0393,Subject A,60,60,0,1.0
ENHS_SYN_0393,Subject B,60,58,2,0.9667
ENHS_SYN_0393,Subject C,60,59,1,0.9833
ENHS_SYN_0393,Subject D,60,57,3,0.95
ENHS_SYN_0393,Subject E,60,57,3,0.95
ENHS_SYN_0394,Subject A,60,46,14,0.7667
ENHS_SYN_0394,Subject B,60,45,15,0.75
ENHS_SYN_0394,Subject C,60,44,16,0.7333
ENHS_SYN_0394,Subject D,59,39,20,0.661
ENHS_SYN_0394,Subject E,60,44,16,0.7333
ENHS_SYN_0395,Subject A,60,47,13,0.7833
ENHS_SYN_0395,Subject B,60,50,10,0.8333
ENHS_SYN_0395,Subject C,60,49,11,0.8167
ENHS_SYN_0395,Subject D,60,49,11,0.8167
ENHS_SYN_0395,Subject E,60,46,14,0.7667
ENHS_SYN_0396,Subject A,60,51,9,0.85
ENHS_SYN_0396,Subject B,60,50,10,0.8333
ENHS_SYN_0396,Subject C,60,51,9,0.85
ENHS_SYN_0396,Subject D,60,48,12,0.8
ENHS_SYN_0396,Subject E,60,50,10,0.8333
ENHS_SYN_0397,Subject A,60,56,4,0.9333
ENHS_SYN_0397,Subject B,60,51,9,0.85
ENHS_SYN_0397,Subject C,60,53,7,0.8833
ENHS_SYN_0397,Subject D,60,51,9,0.85
ENHS_SYN_0397,Subject E,60,57,3,0.95
ENHS_SYN_0398,Subject A,60,58,2,0.9667
ENHS_SYN_0398,Subject B,60,53,7,0.8833
ENHS_SYN_0398,Subject C,60,54,6,0.9
ENHS_SYN_0398,Subject D,60,58,2,0.9667
ENHS_SYN_0398,Subject E,60,58,2,0.9667
ENHS_SYN_0399,Subject A,60,54,6,0.9
ENHS_SYN_0399,Subject B,60,56,4,0.9333
ENHS_SYN_0399,Subject C,59,56,3,0.9492
ENHS_SYN_0399,Subject D,60,54,6,0.9
ENHS_SYN_0399,Subject E,60,53,7,0.8833
ENHS_SYN_0400,Subject A,60,58,2,0.9667
ENHS_SYN_0400,Subject B,60,58,2,0.9667
ENHS_SYN_0400,Subject C,60,58,2,0.9667
ENHS_SYN_0400,Subject D,60,53,7,0.8833
ENHS_SYN_0400,Subject E,60,57,3,0.95
ENHS_SYN_0401,Subject A,60,47,13,0.7833
ENHS_SYN_0401,Subject B,59,44,15,0.7458
ENHS_SYN_0401,Subject C,60,45,15,0.75
ENHS_SYN_0401,Subject D,60,41,19,0.6833
ENHS_SYN_0401,Subject E,60,49,11,0.8167
ENHS_SYN_0402,Subject A,60,51,9,0.85
ENHS_SYN_0402,Subject B,60,50,10,0.8333
ENHS_SYN_0402,Subject C,60,45,15,0.75
ENHS_SYN_0402,Subject D,60,51,9,0.85
ENHS_SYN_0402,Subject E,60,51,9,0.85
